Protein_ID,Compound_ID,Label
P00929,SUB-9041,1
Q9HBQ7,SUB-145,0
A3MWL6,SUB-831,1
Q306W4,SUB-10013,1
P00350,SUB-3390,0
P98073,SUB-4847,1
H8WR05,SUB-5664,1
Q52387,SUB-9899,1
F9UM18,SUB-1441,1
P55212,SUB-6241,0
P0ABK5,SUB-1437,1
Q06241,SUB-10344,0
P92916,SUB-6244,0
P40051,SUB-4117,0
P78329,SUB-7722,0
Q9XGY6,SUB-7663,0
Q93XC4,SUB-9561,0
Q4R9M3,SUB-6395,1
Q8L3C7,SUB-9245,1
P0CS93,SUB-749,1
Q96EY8,SUB-5715,0
P08319,SUB-6291,1
Q9AGA6,SUB-2112,1
Q76HN6,SUB-9067,0
P06875,SUB-350,0
P32320,SUB-4626,1
B2ZB02,SUB-2220,1
Q06278,SUB-2521,1
Q63880,SUB-2344,1
Q54AG5,SUB-2639,0
Q9S9N9,SUB-2908,0
Q70JP0,SUB-770,1
Q7LHI2,SUB-6979,0
Q8K4B7,SUB-6960,0
Q5KST5,SUB-5298,0
D1A807,SUB-9432,0
O24641,SUB-7895,1
Q51947,SUB-3648,1
P13254,SUB-4064,1
P54965,SUB-4494,1
Q9HA79,SUB-2189,0
Q8GJG7,SUB-3813,1
Q0PC20,SUB-9431,0
Q9BY64,SUB-9004,0
O87876,SUB-4442,0
P12955,SUB-745,0
Q8RY79,SUB-7597,1
P06875,SUB-8545,1
P07686,SUB-4790,1
B9W4V6,SUB-3039,0
Q75NT4,SUB-9473,1
P0AET8,SUB-5493,0
P04963,SUB-5758,1
P36269,SUB-4462,1
E3T1X3,SUB-7379,1
P78330,SUB-5454,0
W6CX26,SUB-6749,0
P33570,SUB-6515,1
O66015,SUB-2106,1
Q59477,SUB-5057,0
Q9RMI3,SUB-7989,0
P0ABD3,SUB-6205,0
Q9LFT6,SUB-6934,0
P21812,SUB-2363,0
Q9ZWP2,SUB-4954,0
P29218,SUB-1006,1
Q75W17,SUB-6295,1
Q7RWN7,SUB-3405,1
A0A1D6BJ11,SUB-3709,1
K9LL63,SUB-10272,0
Q2L886,SUB-1669,0
P0A884,SUB-4370,1
P12530,SUB-6442,1
P39714,SUB-7970,0
Q00796,SUB-3064,0
Q5QE78,SUB-3026,1
P07524,SUB-1272,0
Q2KQ79,SUB-6808,1
P11151,SUB-994,0
Q39249,SUB-8569,0
Q72EC8,SUB-4608,1
Q59477,SUB-4738,0
P00634,SUB-9772,1
P9WPP0,SUB-767,0
Q9X265,SUB-727,1
P33570,SUB-4151,0
P39042,SUB-976,1
P52705,SUB-3113,1
P0A7A9,SUB-9628,0
F9UM18,SUB-150,0
Q6PFW1,SUB-3926,1
P26439,SUB-8713,1
Q8R3P0,SUB-380,1
A3MUY9,SUB-7394,0
P24298,SUB-3576,0
I3RYX9,SUB-8157,0
Q5EBM0,SUB-3778,0
X5IDD2,SUB-288,1
A3GHL4,SUB-7805,1
P14679,SUB-1506,1
Q2AAT6,SUB-1387,1
H9N289,SUB-3167,1
P30837,SUB-1217,1
P13650,SUB-4227,0
Q0KBC8,SUB-5522,1
B1N7J5,SUB-5009,1
P08337,SUB-6197,1
Q5VYX0,SUB-2329,1
Q8WNV7,SUB-1781,1
Q8NNA7,SUB-2492,0
P06622,SUB-1889,1
Q8RTY6,SUB-3654,1
P21890,SUB-7973,0
Q04631,SUB-975,0
P27707,SUB-10225,1
Q9KAN9,SUB-10227,1
P32397,SUB-3370,1
O28558,SUB-2489,1
I7HD84,SUB-6003,1
P72224,SUB-3105,1
Q9NTJ4,SUB-8003,0
V5YT97,SUB-423,0
Q5Y152,SUB-525,1
O43451,SUB-9795,1
O75828,SUB-3515,1
P0A111,SUB-3354,0
Q8K4B7,SUB-4381,0
O33194,SUB-9303,1
P77072,SUB-2378,1
P0ABR9,SUB-7013,1
P15309,SUB-4985,1
Q9KWR5,SUB-4902,1
P9WIN5,SUB-9127,0
Q2QC88,SUB-1190,1
Q04631,SUB-3580,1
Q5BM20,SUB-1443,0
P05982,SUB-9924,1
A0A1B2U6R8,SUB-7360,0
P00634,SUB-8126,1
P31013,SUB-6852,1
P05982,SUB-5890,1
P40859,SUB-9803,0
A0A075W695,SUB-6132,1
P09848,SUB-2846,0
P37610,SUB-3011,0
O31156,SUB-7030,1
D0ITF8,SUB-2996,0
P0CG30,SUB-1485,1
Q56185,SUB-6175,0
Q7BLV3,SUB-688,0
O67931,SUB-7728,0
A0A2I6UI54,SUB-3610,0
Q8S564,SUB-5522,1
O46411,SUB-1932,0
P80679,SUB-6817,0
Q9WTL7,SUB-5853,1
Q6P549,SUB-6996,0
Q7SIG4,SUB-6488,0
Q9SUG3,SUB-4633,1
P26439,SUB-1994,1
K0J4X5,SUB-4262,1
Q51578,SUB-2704,1
Q8WZK8,SUB-2679,1
P41909,SUB-5522,1
P18548,SUB-654,0
J9SJ08,SUB-6480,0
P80340,SUB-9580,1
Q8J0K6,SUB-3481,0
P28845,SUB-9980,1
C7FF05,SUB-7555,1
P23457,SUB-5399,0
O75462,SUB-1781,1
P0A6L0,SUB-7416,1
O14772,SUB-9622,1
P00586,SUB-8254,0
Q96SL4,SUB-7206,1
B0F411,SUB-791,1
P04963,SUB-4560,1
Q8VZE9,SUB-518,0
P97051,SUB-2498,0
P00591,SUB-3695,0
Q9ZVL6,SUB-4131,0
P77044,SUB-9652,0
P09029,SUB-5659,0
Q9HA79,SUB-6340,0
P18417,SUB-1481,0
Q75NT4,SUB-9446,1
P76423,SUB-9351,1
A0A1C3KUB4,SUB-1412,0
P06875,SUB-9172,1
Q12737,SUB-1285,0
P37527,SUB-9972,0
M5C6U3,SUB-967,1
A0A1J0AJ11,SUB-3776,1
A0A172Q3Y6,SUB-4847,1
P00791,SUB-5016,0
P72224,SUB-5736,1
F7YVT1,SUB-1044,1
Q9RXX6,SUB-2605,0
Q06278,SUB-3641,0
A6ZSR0,SUB-6663,1
P37528,SUB-6669,0
A0A2H4RAB6,SUB-3220,0
P16233,SUB-2380,1
Q9LV03,SUB-5372,0
Q6STM1,SUB-8370,1
A0A0H2YQI3,SUB-8152,0
P24008,SUB-869,1
P32320,SUB-4347,1
A0A0A1EQY0,SUB-6952,0
Q96DE0,SUB-6094,0
Q8WVQ1,SUB-7436,0
Q24982,SUB-4926,0
F1P6W8,SUB-2138,1
Q13093,SUB-1771,1
Q8NKS0,SUB-10143,0
Q9ESU6,SUB-6197,1
Q64435,SUB-6036,0
Q53389,SUB-4287,0
P15559,SUB-4887,0
Q61147,SUB-8000,1
Q6BQB6,SUB-8888,0
P22643,SUB-6267,1
Q60FX6,SUB-1503,0
D7PN09,SUB-2312,0
A0A3Q1MJ30,SUB-3576,1
E7FHW8,SUB-8884,0
P20720,SUB-10018,1
Q9H227,SUB-7339,0
Q58820,SUB-9488,0
P10475,SUB-1463,0
Q02318,SUB-8724,1
O75828,SUB-2157,0
Q99JW2,SUB-1493,0
P42535,SUB-2068,1
P18548,SUB-8545,1
Q6H8W7,SUB-3119,0
P80679,SUB-7298,0
P21685,SUB-4450,0
Q8R3P0,SUB-851,1
Q9UJ70,SUB-9454,1
Q9RMI3,SUB-5924,0
Q0ZS27,SUB-7597,1
P51590,SUB-6646,1
Q9HA79,SUB-9457,1
Q7X9A9,SUB-2697,1
Q76HN6,SUB-4927,1
O35490,SUB-7927,1
P80679,SUB-1682,0
I3RYX9,SUB-2975,1
O31678,SUB-6142,0
Q58820,SUB-1339,1
A0A1D6BJ11,SUB-5994,1
H3JQW0,SUB-5015,1
Q6QWR1,SUB-5945,1
P21395,SUB-1424,0
Q9SLN8,SUB-5322,0
P80067,SUB-2582,1
Q9UI42,SUB-9077,1
Q8IZ52,SUB-8959,1
B2RKK0,SUB-4664,0
X4YXV3,SUB-4522,0
Q9S446,SUB-5155,0
P30837,SUB-8720,1
F5H5G0,SUB-6966,1
P07099,SUB-1981,0
O00056,SUB-9745,1
Q764C8,SUB-5106,0
P16469,SUB-5539,1
Q9XHE8,SUB-3871,1
Q8XM24,SUB-9239,1
Q2V0W1,SUB-154,0
P53184,SUB-9610,0
Q06174,SUB-7056,0
Q9ZVL6,SUB-3061,1
F5H5G0,SUB-3642,1
E6UBR9,SUB-7306,0
Q5EG61,SUB-8238,0
P80563,SUB-4078,1
P04963,SUB-4082,1
O32125,SUB-5435,0
Q58FK9,SUB-8327,0
Q62087,SUB-5889,1
P39714,SUB-2332,1
Q6UG02,SUB-9390,1
Q6AYS7,SUB-8104,0
Q16836,SUB-5471,0
Q9HA79,SUB-8686,0
Q8NF37,SUB-7644,0
Q52675,SUB-7016,0
A0ZXZ4,SUB-6843,0
P0CS93,SUB-7463,1
P26439,SUB-785,1
Q581U6,SUB-616,0
Q43199,SUB-9299,0
Q04631,SUB-3175,0
Q0MVP2,SUB-3601,0
Q8GR22,SUB-3860,1
P31013,SUB-6668,1
A0A0A1EQY0,SUB-3556,0
P06875,SUB-6691,0
T1SP91,SUB-9905,0
P76270,SUB-8172,0
Q9JMI1,SUB-2125,0
O75342,SUB-30,0
Q9FS87,SUB-7107,1
Q13093,SUB-10269,0
Q04828,SUB-5342,1
A0A1L1YPD7,SUB-6656,1
Q8H0L8,SUB-4085,0
O00418,SUB-6725,0
P17109,SUB-4198,0
Q8WNV7,SUB-6376,1
P16444,SUB-9424,1
B2RLK2,SUB-4050,1
P59337,SUB-8538,1
P11558,SUB-6183,0
Q9UI42,SUB-2963,1
Q27679,SUB-2830,1
Q9NWM0,SUB-4833,0
Q75WF1,SUB-2881,0
Q16820,SUB-320,1
P00586,SUB-346,1
P06621,SUB-6697,1
M9VUE0,SUB-9784,1
P07981,SUB-7626,0
A8HTN2,SUB-5249,0
Q96IY4,SUB-6136,1
Q09LZ0,SUB-2536,1
Q948T5,SUB-6687,0
Q7NXD4,SUB-7526,1
P50455,SUB-4145,0
F0HXE4,SUB-5333,1
Q8GNM7,SUB-5187,0
Q0QLF2,SUB-10146,0
Q8KZT4,SUB-2124,0
Q6N8N2,SUB-2511,0
Q9S3U5,SUB-8859,1
Q81VW8,SUB-7293,0
P43249,SUB-7326,0
Q8R3P0,SUB-6383,0
O87612,SUB-8582,1
O67931,SUB-4110,1
Q8KZT4,SUB-6806,1
P22303,SUB-4877,0
Q8LP26,SUB-5430,0
O14772,SUB-9996,0
P9WNH5,SUB-4492,1
Q9I387,SUB-5354,1
Q8RVP6,SUB-9276,0
P23670,SUB-3852,1
O05091,SUB-6178,1
O62664,SUB-4496,1
O43837,SUB-7744,1
P13650,SUB-3735,0
Q8T882,SUB-1742,0
Q04468,SUB-5709,1
C7FF05,SUB-5719,0
A5YKM2,SUB-5522,1
Q56185,SUB-245,0
A0LRH8,SUB-5404,1
D3YBH2,SUB-9183,1
P0CS93,SUB-7694,0
A0A0E4B3N6,SUB-8197,0
P04841,SUB-687,0
P16435,SUB-4264,1
Q6QHF9,SUB-8717,1
Q9QXN5,SUB-6837,1
O52933,SUB-2465,0
Q49SH0,SUB-8692,1
F5CC66,SUB-7698,1
P59655,SUB-486,0
A0A1B2U6R8,SUB-9623,0
H9NJ52,SUB-7091,0
E3W9M3,SUB-2973,0
Q2KIR7,SUB-249,0
Q7XA67,SUB-2242,0
O73949,SUB-1376,1
O68977,SUB-9958,0
P23457,SUB-5392,0
Q9JHW9,SUB-2122,1
Q96V44,SUB-3923,0
I3L5D4,SUB-1636,0
Q02567,SUB-3329,1
Q9LAB8,SUB-476,0
P45381,SUB-6190,1
A0A088BHP3,SUB-1570,0
P34960,SUB-7033,0
P48425,SUB-4390,0
Q4AEC5,SUB-5522,1
P05982,SUB-8500,1
P51687,SUB-2037,0
P22643,SUB-8956,1
Q01738,SUB-2965,0
Q02567,SUB-3093,1
E3T1X3,SUB-950,0
P16116,SUB-7562,1
Q9NPH0,SUB-1848,1
Q5ZKP6,SUB-8872,1
O94219,SUB-10206,0
Q6J540,SUB-281,0
Q9NXJ5,SUB-3459,0
P50163,SUB-181,0
Q4J6M3,SUB-4942,0
G4I5P8,SUB-6312,1
Q9HA82,SUB-1252,0
Q9ZAG3,SUB-8894,1
A6G7B1,SUB-665,1
P0AEZ1,SUB-10300,1
P18548,SUB-9845,1
Q8NBN7,SUB-10349,1
P32963,SUB-2042,0
P07099,SUB-9643,1
P20720,SUB-8068,1
Q9F103,SUB-5441,0
Q3LHN4,SUB-5563,0
Q9SR37,SUB-8144,1
Q12737,SUB-2082,1
Q75NT4,SUB-7541,1
Q60136,SUB-1066,1
P04694,SUB-3572,1
P31513,SUB-1693,0
A0A178WMD4,SUB-4391,0
Q72EC8,SUB-5522,1
Q969S8,SUB-948,1
A9QXE0,SUB-3870,0
D7UER1,SUB-1989,1
Q8GP32,SUB-4238,0
A0QX86,SUB-8684,0
P06276,SUB-9073,1
Q8NIN6,SUB-3370,0
P53368,SUB-144,0
Q9BTY2,SUB-4290,0
P00780,SUB-8786,1
P22303,SUB-9903,1
Q9HFV6,SUB-10231,0
C7FF05,SUB-4930,0
Q8NJP6,SUB-2225,1
Q99NF1,SUB-7079,1
P00784,SUB-1728,1
P07205,SUB-1193,0
Q9I387,SUB-10114,1
P9WPP9,SUB-2354,1
P16116,SUB-453,1
Q91XE4,SUB-5766,0
Q02567,SUB-3391,0
Q8NIN6,SUB-5562,1
Q9HLX1,SUB-4724,0
P0ABF6,SUB-7473,1
P51647,SUB-1931,0
Q00740,SUB-2798,0
P00780,SUB-2364,1
Q8WNV7,SUB-8329,1
Q07982,SUB-4040,0
P08319,SUB-7224,1
P14780,SUB-1930,1
Q8KHZ8,SUB-1975,1
Q60136,SUB-7280,1
P04963,SUB-2299,1
Q9I7I4,SUB-2952,0
Q9ANX2,SUB-1755,1
Q50EL0,SUB-227,0
Q6R0J2,SUB-2338,0
Q53389,SUB-1010,0
Q31QF3,SUB-8898,1
O65355,SUB-754,1
O30126,SUB-4696,0
P80025,SUB-5334,1
Q9H227,SUB-3829,1
A0A075BX21,SUB-9943,1
Q8VPD4,SUB-6534,0
Q47396,SUB-8176,0
Q99040,SUB-5675,0
E9P162,SUB-8814,1
P00466,SUB-887,0
B2LYJ5,SUB-3549,1
A0A0U0RRS4,SUB-5522,1
A0A3S5YB92,SUB-7744,1
Q8L0V4,SUB-4486,1
Q9BW91,SUB-9000,1
P0A110,SUB-251,0
Q72HS4,SUB-8994,1
Q02068,SUB-1736,0
L7QI79,SUB-1314,1
P9WQF5,SUB-10091,0
O76177,SUB-446,0
P19938,SUB-2166,1
P06875,SUB-7512,0
P00784,SUB-252,0
P0A111,SUB-8219,0
P51661,SUB-8685,1
A0A3Q1MJ30,SUB-9605,0
P80340,SUB-3999,1
Q74HL7,SUB-10300,1
Q402C7,SUB-1742,1
Q91XE4,SUB-2998,1
P00784,SUB-6576,0
P07099,SUB-2511,1
P53090,SUB-4240,1
P76491,SUB-8792,1
Q4WYG3,SUB-2991,1
Q0MVP2,SUB-4382,1
P06855,SUB-334,0
B0F411,SUB-5508,1
Q8GDC9,SUB-4588,0
O94219,SUB-4850,0
P00959,SUB-2480,0
P15428,SUB-7150,0
Q02497,SUB-7043,1
Q93YB2,SUB-7279,0
A0A3G1VCA8,SUB-5687,1
P22643,SUB-4948,1
Q16775,SUB-8445,1
P21395,SUB-5850,1
Q6QWR1,SUB-951,1
P16116,SUB-6059,1
Q7SIG4,SUB-1846,1
C9K2Z6,SUB-9097,0
Q15392,SUB-10071,0
D7UER1,SUB-3172,1
P37528,SUB-840,1
Q04519,SUB-5522,1
O70628,SUB-6071,1
V5YW53,SUB-6658,0
P19801,SUB-4720,0
P29141,SUB-8950,1
F2R038,SUB-9733,1
Q8NF37,SUB-5633,1
Q8VPD4,SUB-9290,0
F4KU78,SUB-1891,0
I3V5V5,SUB-5244,0
O34142,SUB-8004,1
I6YFP0,SUB-7934,1
Q7WT48,SUB-2364,1
P04963,SUB-8478,1
A0A0D5A4E4,SUB-8903,1
B1NY94,SUB-5699,1
P08319,SUB-7787,1
Q6UC93,SUB-1979,0
Q8YWM0,SUB-9158,0
Q9H227,SUB-685,1
Q5M886,SUB-8221,0
P31797,SUB-6403,1
Q9DBB8,SUB-2664,0
P28838,SUB-6028,1
P11838,SUB-8672,0
Q9ZBU1,SUB-770,1
P34059,SUB-4663,1
Q8RVP6,SUB-4436,1
O09046,SUB-7043,1
Q9XZT6,SUB-5259,1
Q9TRC7,SUB-7074,0
Q9I5F3,SUB-784,0
I3RYX9,SUB-2773,1
Q9X265,SUB-8456,0
Q9I596,SUB-7957,1
P9WIN5,SUB-2267,1
A0A076JVU4,SUB-3056,0
Q62600,SUB-7585,1
P11509,SUB-2716,0
C9JRZ8,SUB-2927,0
Q8EBE0,SUB-584,0
Q56185,SUB-3745,0
T2HVB4,SUB-9730,0
Q02068,SUB-7456,1
Q04179,SUB-4229,1
P17516,SUB-4580,0
P19623,SUB-8393,0
Q13093,SUB-2772,1
A8W7J6,SUB-8512,1
A0A0K8P6T7,SUB-1543,0
A1XWY7,SUB-5708,1
P00183,SUB-3586,1
P04177,SUB-5318,1
Q9BY64,SUB-3150,1
Q9YGB8,SUB-5363,0
Q86V24,SUB-2660,0
P0AB91,SUB-3720,1
Q9SG92,SUB-4940,0
Q8H0L8,SUB-1489,0
P27652,SUB-5367,0
Q9EQV6,SUB-8365,1
P02592,SUB-3834,0
B9W4V6,SUB-8608,0
Q9NR45,SUB-4210,0
Q99999,SUB-7942,1
Q6TH77,SUB-3624,0
P0A6I0,SUB-5612,0
P56389,SUB-668,0
Q0ZUL0,SUB-1741,1
P30837,SUB-1733,1
P37058,SUB-1810,0
Q1JUP4,SUB-990,0
Q56185,SUB-270,0
Q96Y29,SUB-4564,1
Q8TCG5,SUB-7073,1
Q9BY64,SUB-4500,0
O67987,SUB-5814,0
P30863,SUB-6521,0
Q9Z4X8,SUB-6057,0
Q93TJ5,SUB-3643,1
Q9BTY2,SUB-5988,0
P09623,SUB-8531,0
Q67A25,SUB-246,0
Q7SIC2,SUB-7681,1
F9UM18,SUB-9182,0
Q7RXM0,SUB-9749,0
P00935,SUB-5649,1
P05364,SUB-5406,1
Q0PQZ5,SUB-2632,1
A5N5D2,SUB-10300,1
P54965,SUB-4358,0
O94219,SUB-2733,1
Q5E985,SUB-6724,0
P00791,SUB-4200,0
C5IFU0,SUB-5508,1
Q8L0X1,SUB-6930,0
Q6AYS7,SUB-4800,0
A4ISB9,SUB-1743,0
Q88FX8,SUB-10292,0
Q7X2H8,SUB-4976,0
V5TEY2,SUB-3466,1
A0A140CUL9,SUB-2106,0
G2QHR7,SUB-9962,0
Q59718,SUB-5493,0
Q96V44,SUB-5639,0
Q9ZVJ5,SUB-4226,0
G1UBD1,SUB-6283,0
Q96IY4,SUB-5083,0
P22315,SUB-4181,0
Q56185,SUB-4780,1
P13650,SUB-3964,1
Q01284,SUB-3792,0
Q9LFT6,SUB-4189,0
P50281,SUB-671,0
Q9HA79,SUB-8219,1
O87876,SUB-5962,1
O35078,SUB-493,1
P07824,SUB-2056,1
Q57573,SUB-720,0
A1ZA98,SUB-5189,1
C9K2Z6,SUB-4826,0
P15559,SUB-10247,1
P0ADI4,SUB-6947,1
Q9JPB5,SUB-9929,1
Q02353,SUB-8477,0
P04176,SUB-7184,1
P10323,SUB-400,0
Q5BM20,SUB-4904,1
Q9LTS3,SUB-5551,1
P26439,SUB-8553,1
Q5NU42,SUB-8675,1
P00634,SUB-1093,1
B8B239,SUB-2633,0
Q9ZVL6,SUB-7024,0
Q56185,SUB-7716,0
P46850,SUB-6197,1
S5U4F4,SUB-9015,0
Q7NXD4,SUB-2619,1
P15559,SUB-9165,0
P33022,SUB-5834,1
Q8TEY0,SUB-4638,0
O05091,SUB-4003,0
Q9BY64,SUB-6959,1
P22367,SUB-4054,1
Q5V676,SUB-9206,1
Q0E9Q7,SUB-10325,1
Q76HN6,SUB-4444,1
Q96V44,SUB-2890,1
P0ADI4,SUB-2496,1
P48425,SUB-6197,1
P97629,SUB-9792,0
P80679,SUB-9289,0
P28838,SUB-1492,0
P27707,SUB-6718,1
Q8WNV7,SUB-5730,0
A0NIJ1,SUB-6587,1
Q6P549,SUB-2185,1
P00371,SUB-3251,0
O87612,SUB-4446,1
B6ZKM3,SUB-8645,1
Q02068,SUB-10288,0
Q04828,SUB-7727,1
Q9BT40,SUB-1449,1
E3W9M3,SUB-3205,0
Q9X9Q6,SUB-4448,1
P09889,SUB-8471,1
O75845,SUB-7561,0
Q9HA79,SUB-1200,1
E2QPI4,SUB-6894,1
Q9X9Q6,SUB-9017,0
Q96SL4,SUB-3704,0
P33316,SUB-222,1
P9WMK9,SUB-3627,1
Q03J44,SUB-9045,0
Q0E9Q7,SUB-7274,1
P80679,SUB-4547,0
Q00456,SUB-10202,1
O60911,SUB-2860,1
P32567,SUB-9249,0
Q06401,SUB-6844,1
Q0GYS2,SUB-5053,0
P47934,SUB-7123,1
P0A998,SUB-9809,0
C9JRZ8,SUB-1641,1
P56653,SUB-1606,0
A0A075B5H4,SUB-9471,0
A0ZXZ4,SUB-2810,1
P28907,SUB-3471,1
C9K2Z6,SUB-8187,1
Q9D379,SUB-4455,0
P08319,SUB-1858,1
P30986,SUB-3439,0
A4IP64,SUB-3780,1
Q67PI3,SUB-760,1
O33853,SUB-8025,0
A0A1D8RK43,SUB-10059,0
A9KT32,SUB-7137,1
Q9C1S6,SUB-10308,0
C7FF05,SUB-7618,1
P00929,SUB-4692,0
Q1A3B0,SUB-2953,1
C7AJA4,SUB-5856,0
O45307,SUB-6290,1
E9RIT0,SUB-1480,1
O15121,SUB-5096,1
Q9BY64,SUB-5684,0
Q9Z447,SUB-4463,0
Q1W2L4,SUB-3170,1
Q1QBB9,SUB-549,0
P00591,SUB-6709,0
O65782,SUB-5701,0
P28313,SUB-6162,1
Q63880,SUB-857,1
A0A2I6U1R0,SUB-1703,0
Q8VPD4,SUB-6515,0
A0A0H4J0K0,SUB-9537,0
Q9LTG0,SUB-5595,0
P18548,SUB-2371,0
P26439,SUB-7128,0
P22643,SUB-3776,0
Q9N119,SUB-9412,1
P31658,SUB-4313,0
Q8VIJ7,SUB-9181,1
C5XC49,SUB-4043,0
P37528,SUB-5501,0
Q99JW2,SUB-4593,1
P32320,SUB-3296,1
B9W4V6,SUB-7346,0
P08319,SUB-6797,0
P32179,SUB-2005,1
E7FHL9,SUB-1559,1
Q8VU79,SUB-9363,1
Q8VPT7,SUB-9701,0
Q9FLP9,SUB-6805,1
Q8K4B7,SUB-3950,0
Q8WNV7,SUB-4937,0
Q58820,SUB-5050,0
Q0PIV8,SUB-5378,1
P16050,SUB-7844,0
A7RDN6,SUB-8154,1
Q9DBF1,SUB-9774,1
F9UM18,SUB-6585,0
P06276,SUB-9045,1
P05982,SUB-6612,0
Q99NB1,SUB-10298,0
P22734,SUB-10280,0
Q9FLP9,SUB-4978,0
Q4J9F2,SUB-7757,0
P68175,SUB-9132,0
A0A081YAY5,SUB-3931,1
D7UER1,SUB-3469,0
D5L1S4,SUB-4691,1
Q99JW2,SUB-7025,1
P00634,SUB-1407,1
Q9KWR5,SUB-389,1
G2IKV5,SUB-5717,1
C7ZKN4,SUB-5480,0
P22643,SUB-7005,1
Q8X1D8,SUB-5840,1
P16116,SUB-367,0
D2K7Z0,SUB-1623,0
Q59477,SUB-9306,1
C9K2Z6,SUB-9990,0
A0A060S684,SUB-2277,0
Q8GAW0,SUB-4570,0
Q8GR22,SUB-8901,1
P29703,SUB-3449,1
C7FF05,SUB-9234,0
P92979,SUB-713,0
P26439,SUB-9108,0
P42588,SUB-7798,0
I3DX19,SUB-6752,1
P15169,SUB-8272,0
D2B1P1,SUB-6993,0
P06276,SUB-6287,1
Q7LHI2,SUB-9358,0
Q9ZBB0,SUB-3018,0
P07464,SUB-9803,1
Q99519,SUB-6582,1
Q5BQE6,SUB-8403,1
A3E7Z7,SUB-8777,0
P53368,SUB-9585,1
Q3ZFI4,SUB-1913,1
Q9ZBU1,SUB-1680,0
Q6IB77,SUB-8006,0
O75608,SUB-10183,1
F4KU78,SUB-10182,1
P80679,SUB-7096,1
Q56185,SUB-3360,0
P37111,SUB-5634,0
P0A111,SUB-8535,1
Q1QBB9,SUB-9175,0
P26439,SUB-2568,1
D7PN09,SUB-781,0
A2DJ40,SUB-2027,1
A0A0H2ZB32,SUB-4767,0
Q9UVP6,SUB-9518,0
Q00972,SUB-9550,0
B3TNN8,SUB-6541,1
A0A0E4A9D6,SUB-2415,1
A9QAE5,SUB-10353,1
P11344,SUB-613,1
Q1XH05,SUB-6954,1
Q13126,SUB-4098,1
P10959,SUB-7338,0
Q9D379,SUB-8216,1
P80340,SUB-5712,1
Q8GR22,SUB-2875,1
E6UBR9,SUB-872,0
E6UBR9,SUB-7743,1
P55212,SUB-3845,0
P49448,SUB-4240,1
P0AEK2,SUB-4525,0
P08473,SUB-2831,0
Q9R5V5,SUB-1772,0
P51647,SUB-6088,0
Q9R1T5,SUB-8683,0
C9K2Z6,SUB-1571,0
B3TLD6,SUB-345,1
H9N289,SUB-1139,1
P04963,SUB-3198,0
P11151,SUB-5024,0
P07099,SUB-6014,1
Q9LEH3,SUB-8962,1
Q52383,SUB-5665,1
Q02497,SUB-8824,1
C7FF05,SUB-6602,0
B5ARZ9,SUB-5355,1
Q9LDF2,SUB-2953,1
Q65CJ7,SUB-2795,1
Q05514,SUB-3082,0
Q8IEK1,SUB-6607,0
P37610,SUB-530,1
B0F411,SUB-9003,0
Q4JC35,SUB-1231,0
P15559,SUB-2026,0
P39714,SUB-574,0
Q56185,SUB-7506,1
Q8H0L8,SUB-5431,0
Q9ZAG3,SUB-7946,1
P15559,SUB-4554,1
Q13093,SUB-3961,1
Q64610,SUB-338,0
Q07973,SUB-7214,0
P13298,SUB-3491,0
P31013,SUB-3880,0
P00791,SUB-2900,1
Q6J540,SUB-9946,1
Q46920,SUB-10107,1
P32397,SUB-2303,1
F8JPG4,SUB-1834,0
P04963,SUB-4282,1
Q72G76,SUB-2110,0
B5A496,SUB-10158,0
Q81VW8,SUB-4387,0
I0DHJ0,SUB-5126,0
Q59310,SUB-7467,0
Q13093,SUB-3437,0
P06999,SUB-2594,0
P22869,SUB-789,0
A0A2H4ER88,SUB-7494,0
P21812,SUB-9077,1
Q9HA79,SUB-2839,0
P11884,SUB-4659,1
Q56185,SUB-4387,0
P21888,SUB-5522,1
P69848,SUB-1174,0
Q9SMI2,SUB-8337,0
P07683,SUB-2548,0
Q6MSD6,SUB-5412,0
P56389,SUB-224,0
P06280,SUB-6125,1
F2L0W0,SUB-1783,0
Q93YB2,SUB-4739,1
F8TW82,SUB-5312,1
P97051,SUB-3192,0
Q8BWF0,SUB-2842,1
Q15067,SUB-7422,0
P06875,SUB-10232,0
P54310,SUB-1878,0
Q8QFM7,SUB-5945,0
Q9JLJ3,SUB-8141,1
A0A024RXP8,SUB-932,0
Q8TCT1,SUB-4636,0
Q04631,SUB-683,1
O70370,SUB-10085,1
Q00511,SUB-7740,0
F5H5G0,SUB-5959,1
Q07523,SUB-4509,0
Q0ZUL0,SUB-8935,0
A0A088BHP3,SUB-2461,1
Q670W0,SUB-8885,1
P23616,SUB-310,1
Q04828,SUB-2163,0
Q9AGH8,SUB-7386,0
Q8QHL7,SUB-1646,0
P39315,SUB-2137,0
P76491,SUB-8511,1
Q59Q36,SUB-9209,0
B5BLW5,SUB-8792,1
Q9LAH7,SUB-10187,1
P06875,SUB-1910,1
P22643,SUB-236,0
R9W5L0,SUB-9879,1
P06276,SUB-253,1
P80679,SUB-7351,0
F5H5G0,SUB-3072,1
P37528,SUB-6847,1
Q59477,SUB-6276,0
Q9FG67,SUB-2609,1
P07962,SUB-2529,1
P0A110,SUB-869,0
A0A1C3KUB4,SUB-1868,0
Q52087,SUB-2216,1
Q50EK3,SUB-6224,0
Q9BY49,SUB-8795,0
